eng,twi,count,source_files
Fixed,Ɛnsesa,0,08_hs_physics_twi_parallel
Flame,Gyaframa,0,08_hs_physics_twi_parallel
Flatten,Ayɛ tratra,0,08_hs_physics_twi_parallel
Flick,Perɛw,0,08_hs_physics_twi_parallel
Flora & Fauna,Àfifidèè né Ìmóádómá,0,15_twi-sample_parallel
Florence,oso abapa,0,09_Twi-Dictionary_parallel
Florence flask,Florence toa,0,06_hs_chemistry_twi
Fluid,Nsuonsuo,0,08_hs_physics_twi_parallel
Flute,Abɛn,0,08_hs_physics_twi_parallel
Flux,Sɛnea anyinam resen,0,08_hs_physics_twi_parallel
Focus,Hwɛɛ tee,0,08_hs_physics_twi_parallel
Fodoo,Fodoo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Fofie,Fofie,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Fog,Huruhurow,0,08_hs_physics_twi_parallel
Fontomfrom drums,Fontomfrom,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Food,aduane,0,14_Twi-Language-Guide_parallel
Foot,Nammoromu/ Nantabono,0,01_medical_glossary
Foot,Nammɔn/ nantabono,0,01_medical_glossary
Foot rot,Aporɔporɔ,0,01_medical_glossary
Force,Tumi,0,08_hs_physics_twi_parallel
Fore head,Momma,0,01_medical_glossary
Forehead,Moma,0,01_medical_glossary
Fork,Adinam/Fɔɔke,0,08_hs_physics_twi_parallel
Form,Yɛbea,0,08_hs_physics_twi_parallel
Fort Orange,Orange Asraafo Atenae,0,05_elementary_social_studies_twi
Foul Breath/ Halitosis,Anum Kankan,0,01_medical_glossary
Foul Breath/ Halitosis,Anumkankan,0,01_medical_glossary
Four Freedoms,faahodie anan,0,11_hs_us_history_twi_parallel
Fourteen Points,ɛpɔ dunan,0,11_hs_us_history_twi_parallel
Fraction,Nkyekyɛmu,0,08_hs_physics_twi_parallel
Frame,Nnyinasoɔ/Yɛbea,0,08_hs_physics_twi_parallel
Framework,Dwumadie nnyinasoɔ,0,08_hs_physics_twi_parallel
Franapo,Franapo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
France,Franse-asase,0,02_english-twi-dictionary
Franchise,fahodi,0,09_Twi-Dictionary_parallel
Franchise,fahodie,0,09_Twi-Dictionary_parallel
Francis,Oduyɛfo,0,09_Twi-Dictionary_parallel
Francisca,adwenpa,0,09_Twi-Dictionary_parallel
Fred,Animuonyamfoo,0,09_Twi-Dictionary_parallel
Freeborn,dehye,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Freeborn,dihi-Fanti,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Freedom,Ahofadie,0,08_hs_physics_twi_parallel
French Canadians,France Canadafo,0,05_elementary_social_studies_twi
French Revolution,Fransefo Aban Sesa,0,12_hs_global_history_twi_parallel
Freon,Frɛon,0,08_hs_physics_twi_parallel
Frequency,Mpɛn dodoɔ,0,08_hs_physics_twi_parallel
Frequently,Hyewhyew/ntɛmntɛm,0,08_hs_physics_twi_parallel
Friction,ntweɛ/adetwi,0,08_hs_physics_twi_parallel
Frictional,ntweɛdeɛ,0,08_hs_physics_twi_parallel
Frictionless,tweɛ biara mma/entwitwi,0,08_hs_physics_twi_parallel
Friend,adamfo,0,14_Twi-Language-Guide_parallel
Frozen,Akyene/ayɛ nwini,0,08_hs_physics_twi_parallel
Fruit,duaba,0,14_Twi-Language-Guide_parallel
Fufu,Fufuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Full initiation ceremonies,Ohum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Fundamental,Abɔseɛ/titiriw/mfiase,0,08_hs_physics_twi_parallel
Funeral,Yida,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Fur,Nwi,0,08_hs_physics_twi_parallel
Fur,enwi,0,07_hs_living_environment_twi_parallel
Furthermore,Afei nso,0,08_hs_physics_twi_parallel
Fuse,fiusu,0,08_hs_physics_twi_parallel
G. I Bill,G. I. Mmara,0,11_hs_us_history_twi_parallel
GH growth hormone,GH onyini nkwammoa,0,07_hs_living_environment_twi_parallel
Ga tribe,Ga,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Gabble,di pãtẇēp,0,02_english-twi-dictionary
Gabble,kasa kũrodo-k,0,02_english-twi-dictionary
Gabble,toa ntęṅ,0,02_english-twi-dictionary
Gain,Nya,0,08_hs_physics_twi_parallel
Galaxy,Okyininsoromma kuw,0,08_hs_physics_twi_parallel
Galvanic,anyinam ahoɔdenneɛ,0,08_hs_physics_twi_parallel
Gamaliel,Nyame-kyɛ,0,09_Twi-Dictionary_parallel
Gamma ray,Gamma ray,0,08_hs_physics_twi_parallel
Gap,Tokuro/ɔkwan,0,08_hs_physics_twi_parallel
Garbra,Onyankopɔn,0,09_Twi-Dictionary_parallel
Garden,turo,0,14_Twi-Language-Guide_parallel
Gas,Mframa gya,0,08_hs_physics_twi_parallel
Gaseous,Mframa gya adeɛ,0,08_hs_physics_twi_parallel
Gasoline,Fangoo,0,08_hs_physics_twi_parallel
Gauge,Nsusudeɛ,0,08_hs_physics_twi_parallel
Geiger-Muller tube,Geiger- Muller dorobɛn/durubɛn,0,08_hs_physics_twi_parallel
General body pains,Honamyaa,0,01_medical_glossary
Generate,Yɛ,0,08_hs_physics_twi_parallel
George,Okuafoɔ,0,09_Twi-Dictionary_parallel
German,-fo,0,02_english-twi-dictionary
German,Germaneni,0,02_english-twi-dictionary
German,Germanni,0,16_Twi-census-Glossary_parallel
German measles,ananse yareɛ,0,07_hs_living_environment_twi_parallel
Germanium,Germanium,0,08_hs_physics_twi_parallel
Germany,Germane ahemmaṅ,0,02_english-twi-dictionary
Gettysburg,Gettysburg,0,11_hs_us_history_twi_parallel
Gideon,Anigyeɛ,0,09_Twi-Dictionary_parallel
Giga,Giga,0,08_hs_physics_twi_parallel
Gilbert,Onyankopɔn sahene,0,09_Twi-Dictionary_parallel
Gilded Age,sikakɔkɔɔ mmerɛ,0,11_hs_us_history_twi_parallel
Give,Fa ma,0,08_hs_physics_twi_parallel
Gladys,ɔbaasima,0,09_Twi-Dictionary_parallel
Glass,Ahwehwɛ,0,08_hs_physics_twi_parallel
Gloomy Occiputs,Atikosum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Gloria,hyɛ animuonyam,0,09_Twi-Dictionary_parallel
Gloria,hyɛ anuonyam,0,09_Twi-Dictionary_parallel
Gloria,hyɛ enyimnyam,0,09_Twi-Dictionary_parallel
Gloria,onuonyamfoo,0,09_Twi-Dictionary_parallel
Glorious Revolution,Anuonyam Nsesae,0,12_hs_global_history_twi_parallel
Gluon,Gluon,0,08_hs_physics_twi_parallel
Gnawing pain,Ɛwe me,0,01_medical_glossary
Go back.,Kɔ̀ àkyíré.,0,15_twi-sample_parallel
Go straightforward.,Kɔ̀ w’àním tèè.,0,15_twi-sample_parallel
God,Borebóre,0,02_english-twi-dictionary
God,Nyankopon,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
God,O-dōmāṅkāmā,0,17_A Dictionary of the Asante and Fante Language_mono
God,Odómãṅkãmã,0,02_english-twi-dictionary
God,Onyame,0,02_english-twi-dictionary
God,Onyankopɔn,0,09_Twi-Dictionary_parallel
God,Onyaṅkɔpoṅ,0,02_english-twi-dictionary
God,bosom,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
God's own sun,Onyamewia,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Goddess Earth,Asase Ya,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Gods,Abam,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Godship,Nyamesu,0,09_Twi-Dictionary_parallel
Godwill,Onyankopɔn-pɛ,0,09_Twi-Dictionary_parallel
Gog,satan ɔbonsam,0,09_Twi-Dictionary_parallel
Goiter,Kɔmpɔ,0,01_medical_glossary
Goitre,Kɔmpɔ,0,01_medical_glossary
Gold,Sika kɔkɔɔ,0,08_hs_physics_twi_parallel
Gold breast plates,Ekyere,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Golden stool,Sika Dwa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Gomoa,Gomõá,0,02_english-twi-dictionary
Gonnorrhoea,Babaso,0,01_medical_glossary
Gonorrhoea,Babaso,0,01_medical_glossary
Good,papa,0,14_Twi-Language-Guide_parallel
Goodbye.,Nante yie,0,14_Twi-Language-Guide_parallel
Goodness,Yieye,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Gormandizers,Amindifo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Govern,Di so,0,08_hs_physics_twi_parallel
Government & Politics,Àbán né Àmànyòsèm,0,15_twi-sample_parallel
Gradual,Nkakrankakra,0,08_hs_physics_twi_parallel
Gradually,Nkakrankakra,0,08_hs_physics_twi_parallel
Grain,Aba a wɔdua,0,08_hs_physics_twi_parallel
Grains,Mma a wɔdua,0,08_hs_physics_twi_parallel
Grand Odwira,Odwira-Tuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Grand triennial festival,Odwiratuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Grandchild,Oba nana,0,10_ashantiproverbst00rattuoft_parallel
Grandfathers,Nananomse,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Grandparent,"Nana Nana-barima, Nana-ba",0,10_ashantiproverbst00rattuoft_parallel
Grange Movement,Mfuom Adɔmfokuo,0,11_hs_us_history_twi_parallel
Graph,Graafo/nsesanee mfonin,0,08_hs_physics_twi_parallel
Graphical,graafo adeɛ,0,08_hs_physics_twi_parallel
Graviton,gravitɔn,0,08_hs_physics_twi_parallel
Great Depression,Sikasɛm Ahohia Kɛse,0,11_hs_us_history_twi_parallel
Great Depression,Sikasɛm Ahokyere Bere,0,05_elementary_social_studies_twi
Great Migration,Akwantu Kɛseɛ,0,11_hs_us_history_twi_parallel
Great Plains,Asase Kesee Kɛse,0,11_hs_us_history_twi_parallel
Great Society,Ekuo Kɛseɛ,0,11_hs_us_history_twi_parallel
Greece,Hellas,0,02_english-twi-dictionary
Greek,Hellani,0,02_english-twi-dictionary
"Greek, pl.",fo,0,02_english-twi-dictionary
Greek-language,Hellafo kása,0,02_english-twi-dictionary
Green,Ahahanmono,0,08_hs_physics_twi_parallel
Green,ahabammono,0,08_hs_physics_twi_parallel
Green Revolution,Kuayɔ mu Nsesae,0,11_hs_us_history_twi_parallel
Grounding,fapem,0,08_hs_physics_twi_parallel
Guaha,guaha,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Guatemalan,Guatemalani,0,16_Twi-census-Glossary_parallel
Guinea worm,Mfa,0,01_medical_glossary
Gulf Stream,Gulf Nsu,0,05_elementary_social_studies_twi
Gyroscope,gyirosukɔpu,0,08_hs_physics_twi_parallel
Gā dart.,dikpei,0,17_A Dictionary of the Asante and Fante Language_mono
HIV/AIDS,Babasowerɛmfoɔ,0,01_medical_glossary
Hacus-pocus,to brade,0,09_Twi-Dictionary_parallel
Hades,Asaman,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Haemorrhage/ Bleeding,Mmogyatuo,0,01_medical_glossary
Hair,Tirinwii,0,01_medical_glossary
Hair lice,Tiri mu dwie,0,01_medical_glossary
Haitian,Haitini,0,16_Twi-census-Glossary_parallel
Halitosis/ Foul Breath,Anum Kankan,0,01_medical_glossary
Halt,Gyina,0,08_hs_physics_twi_parallel
Halt,gyae,0,08_hs_physics_twi_parallel
Hammer,abɔsobaa,0,08_hs_physics_twi_parallel
Hammurabi Code,Hammurabi Mmara,0,12_hs_global_history_twi_parallel
Hand,Nsa,0,01_medical_glossary
Handle,kura,0,08_hs_physics_twi_parallel
Handle,nsa,0,08_hs_physics_twi_parallel
Hank,ahoma,0,09_Twi-Dictionary_parallel
Hanna,Obaapa,0,09_Twi-Dictionary_parallel
Harangued,ahodwan,0,09_Twi-Dictionary_parallel
Harem,Maam',0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Harlem Renaissance,Harlem Mpegya,0,11_hs_us_history_twi_parallel
Harmonic,koroyɛ,0,08_hs_physics_twi_parallel
Harmonious,Koroyɛ,0,08_hs_physics_twi_parallel
Harvest festival,Ahuba,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Harvest festival,Odwira,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Harvest festival,Ohum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Haudenosaunee,Haudenosaunee,0,05_elementary_social_studies_twi
Haul,twe,0,08_hs_physics_twi_parallel
Hayford,Anisoɔhyeɛ,0,09_Twi-Dictionary_parallel
He/She coughs,Ɔbɔ wa.,0,01_medical_glossary
He/She coughs.,Ɔbɔ wa,0,01_medical_glossary
He/she becomes stiff,Ɔsensene.,0,01_medical_glossary
He/she becomes stiff.,Osensene,0,01_medical_glossary
He/she drools,N'ano mae nsuo,0,01_medical_glossary
He/she drools.,N'ano mae nsuo,0,01_medical_glossary
He/she has Anthrax,Ɔyare nantwiyareɛ.,0,01_medical_glossary
He/she has Anthrax.,Ɔyare nantwiyarɛ,0,01_medical_glossary
He/she/it,ɔno,0,14_Twi-Language-Guide_parallel
Head,Etire,0,01_medical_glossary
Head Chief,Mpakanfo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head Chiefs,Mpakanfo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head of family,Obusua-panin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head of family,Obusuapanin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-Chief,Ohene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-Chief or Chief,Ohene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-Chief or Chief,Opakani,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-Chiefs,Ahenfo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-money,Tiri-sika,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head-money,tiri-sika,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Head/Body lice,Edwie,0,01_medical_glossary
Headache,Tipaeɛ,0,01_medical_glossary
Headache,Tipaɛ,0,01_medical_glossary
Hearing,Te,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Hearing fee,Dwentadee,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Heart disease,Akomayareɛ,0,01_medical_glossary
Heat,ɔhyew,0,08_hs_physics_twi_parallel
Heat rash,Mfifirensaa,0,01_medical_glossary
Heat rash,Mfifirensaa/ Mfifisaa,0,01_medical_glossary
Heavy,Mu yɛ duru,0,08_hs_physics_twi_parallel
Hebrew,Hebrifo,0,02_english-twi-dictionary
Hebrew,Hebrini,0,02_english-twi-dictionary
Hebrew,Iudafo kasa,0,02_english-twi-dictionary
Hebrew,Iudani,0,02_english-twi-dictionary
Hebrew,Yudafoo kasa,0,09_Twi-Dictionary_parallel
Hector,hɛkita,0,08_hs_physics_twi_parallel
Height,Tentene,0,08_hs_physics_twi_parallel
Height,sorokɔ,0,08_hs_physics_twi_parallel
Helium,Helium,0,08_hs_physics_twi_parallel
Hellenistic,fa Hela ho,0,12_hs_global_history_twi_parallel
Help!,Mboa,0,14_Twi-Language-Guide_parallel
Heman,nokwafoo,0,09_Twi-Dictionary_parallel
Hence,ɛno nti,0,08_hs_physics_twi_parallel
Henry,efie panin,0,09_Twi-Dictionary_parallel
Hepatitis/ Liver Disease,Berɛboɔ mu yareɛ,0,01_medical_glossary
Herald,Court Crier,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Hereditary Stool,Akonnuatuntum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Hernia,Nkwee,0,01_medical_glossary
Hertz,Anibuo biako ntwanho,0,08_hs_physics_twi_parallel
High fidelity,adepa a ɛsombo,0,09_Twi-Dictionary_parallel
"High temperature, Fever",Ahoɔhyeɛ,0,01_medical_glossary
High temperature/ Fever,Ahoɔhyeɛ,0,01_medical_glossary
High-flyer,nsiyɛfoɔ niberefoɔ,0,09_Twi-Dictionary_parallel
High-jinks,anigyɛ berɛ,0,09_Twi-Dictionary_parallel
High-land,kokwaado,0,09_Twi-Dictionary_parallel
High-land,mmepɔw asase,0,09_Twi-Dictionary_parallel
High-land,mmopɔ asase,0,09_Twi-Dictionary_parallel
High-minded,nimdeɛfoɔ,0,09_Twi-Dictionary_parallel
High-priest,ɔsɔfopanin,0,09_Twi-Dictionary_parallel
High-priest,ɔsɔfopanyin,0,09_Twi-Dictionary_parallel
High-way,tsempon,0,09_Twi-Dictionary_parallel
High-way,ɔtempon,0,09_Twi-Dictionary_parallel
High-wayman,odwotwafo,0,09_Twi-Dictionary_parallel
High-wayman,odwotwafoɔ,0,09_Twi-Dictionary_parallel
Highfalutin,nnaadaa ne gyimi,0,09_Twi-Dictionary_parallel
Hilarious,aseresɛm,0,09_Twi-Dictionary_parallel
Hill,bepow,0,09_Twi-Dictionary_parallel
Hill,bopo,0,09_Twi-Dictionary_parallel
Hilly,mmepɔ mu mmepɔwmmepɔw,0,08_hs_physics_twi_parallel
Hinduism,Hindusom,0,12_hs_global_history_twi_parallel
Hireguo Divorce,Hireguo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Hispanic origin,Hispanifo,0,16_Twi-census-Glossary_parallel
Hither,ha,0,09_Twi-Dictionary_parallel
Hither,ɛha,0,09_Twi-Dictionary_parallel
Hive,ndowa dan,0,09_Twi-Dictionary_parallel
Hive,nnowa dan,0,09_Twi-Dictionary_parallel
Hive,nwowadan,0,09_Twi-Dictionary_parallel
Hmong,Hmongni,0,16_Twi-census-Glossary_parallel
Hoard,boa ano,0,09_Twi-Dictionary_parallel
Hoarse,ndze fa,0,09_Twi-Dictionary_parallel
Hoarse,ɛnne fa,0,09_Twi-Dictionary_parallel
Hoax,azaa kwan,0,09_Twi-Dictionary_parallel
Hoax,kalebule kwan,0,09_Twi-Dictionary_parallel
Hoax,nnaadaa kwan,0,09_Twi-Dictionary_parallel
Hobble,kyekyere aboa nnan,0,09_Twi-Dictionary_parallel
Hobble,to apakye,0,09_Twi-Dictionary_parallel
Hobble,tow apakye,0,09_Twi-Dictionary_parallel
Hobby,anigyɛ-dwuma,0,09_Twi-Dictionary_parallel
Hobby,anigyɛɛ dwuma,0,09_Twi-Dictionary_parallel
Hobby,enyigyɛ dwuma,0,09_Twi-Dictionary_parallel
Hobnob,adanfofa,0,09_Twi-Dictionary_parallel
Hobnob,ayɔnkogor,0,09_Twi-Dictionary_parallel
Hobnob,fekubɔ,0,09_Twi-Dictionary_parallel
Hobo,ɔsansani,0,09_Twi-Dictionary_parallel
Hockey,hɔki,0,08_hs_physics_twi_parallel
Hodge-podge,hwanyann,0,09_Twi-Dictionary_parallel
Hodge-podge,mforaforae,0,09_Twi-Dictionary_parallel
Hodge-podge,mframfrae,0,09_Twi-Dictionary_parallel
Hodge-podge,mframfraeɛ,0,09_Twi-Dictionary_parallel
Hoe,asɔ,0,09_Twi-Dictionary_parallel
Hoe,asɔw,0,09_Twi-Dictionary_parallel
Hoe,dɔ,0,09_Twi-Dictionary_parallel
Hoe,dɔw,0,09_Twi-Dictionary_parallel
Hog,adifuu,0,09_Twi-Dictionary_parallel
Hog,akokɔduru a wɔde,0,09_Twi-Dictionary_parallel
Hog,batafo,0,09_Twi-Dictionary_parallel
Hog,batafoɔ yammɔ,0,09_Twi-Dictionary_parallel
Hoist,de sεn,0,09_Twi-Dictionary_parallel
Hoist,dze sεn,0,09_Twi-Dictionary_parallel
Hoist,si frankaa,0,09_Twi-Dictionary_parallel
Hoity-toity,dwε ne ahantan,0,09_Twi-Dictionary_parallel
Hold,kitsa,0,09_Twi-Dictionary_parallel
Hold,kura,0,09_Twi-Dictionary_parallel
Hold,kuta,0,09_Twi-Dictionary_parallel
Hold your tongue,wammua wano,0,09_Twi-Dictionary_parallel
Holder,nduraho,0,09_Twi-Dictionary_parallel
Holder,nkutaden,0,09_Twi-Dictionary_parallel
Holder,nnuraho,0,09_Twi-Dictionary_parallel
Holder,odena-deε,0,09_Twi-Dictionary_parallel
Hole,tokur,0,09_Twi-Dictionary_parallel
Hole,tokuru,0,09_Twi-Dictionary_parallel
Hole in heart,Akoma mu tokuro,0,01_medical_glossary
Holiday,ahomegye ber,0,09_Twi-Dictionary_parallel
Holiday,ahomegye bere,0,09_Twi-Dictionary_parallel
Holiday,ahomegyeε bere,0,09_Twi-Dictionary_parallel
Holiday,nnapɔn,0,09_Twi-Dictionary_parallel
Holiness,kronkron,0,09_Twi-Dictionary_parallel
Holler,adwotwa,0,09_Twi-Dictionary_parallel
Holler,esu denden,0,09_Twi-Dictionary_parallel
Holler,nteamu,0,09_Twi-Dictionary_parallel
Hollow,mmena,0,09_Twi-Dictionary_parallel
Hollow,tokur,0,09_Twi-Dictionary_parallel
Hollow,tokuro,0,09_Twi-Dictionary_parallel
Hollow-minded,fibomkɔsɔ,0,09_Twi-Dictionary_parallel
Holocaust,Nnipa asetɔre,0,12_hs_global_history_twi_parallel
Holocaust,asε,0,09_Twi-Dictionary_parallel
Holocaust,awudi,0,09_Twi-Dictionary_parallel
Holocaust,awudle,0,09_Twi-Dictionary_parallel
Holocaust,ewudzi,0,09_Twi-Dictionary_parallel
Holocaust,w'ahye dwεrεbee,0,09_Twi-Dictionary_parallel
Holy,kronkron,0,09_Twi-Dictionary_parallel
Holy,εho te,0,09_Twi-Dictionary_parallel
Holy Land,Asase Krɔŋkrɔn,0,12_hs_global_history_twi_parallel
Holy of holies,kronkron mu kronkron-bea,0,09_Twi-Dictionary_parallel
Holy spirit,honhom kronkron,0,09_Twi-Dictionary_parallel
Holy spirit,sunsum kronkron,0,09_Twi-Dictionary_parallel
Homage,osom,0,09_Twi-Dictionary_parallel
Home,efie,0,09_Twi-Dictionary_parallel
Home,fie,0,09_Twi-Dictionary_parallel
Home,ofi,0,09_Twi-Dictionary_parallel
Home-be-sick,ani gyina fie,0,09_Twi-Dictionary_parallel
Home-be-sick,fe fie,0,09_Twi-Dictionary_parallel
Home-be-sick,fie,0,09_Twi-Dictionary_parallel
Homely,bertfo,0,09_Twi-Dictionary_parallel
Homely,brεfo,0,09_Twi-Dictionary_parallel
Homestead Act,asase tɔn Mmara,0,11_hs_us_history_twi_parallel
Homey,ahotɔbea,0,09_Twi-Dictionary_parallel
Homicide,nipaku,0,09_Twi-Dictionary_parallel
Homicide,nipakum,0,09_Twi-Dictionary_parallel
Homicide,nyimpakum,0,09_Twi-Dictionary_parallel
Homing,akyerεkyerε-kwan,0,09_Twi-Dictionary_parallel
Homowo custom,Homowo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Hone,bobaa,0,09_Twi-Dictionary_parallel
Hone,hweta bo,0,09_Twi-Dictionary_parallel
Hone,se,0,09_Twi-Dictionary_parallel
Hone,tweta bo,0,09_Twi-Dictionary_parallel
Honest,ɔnokwafo,0,09_Twi-Dictionary_parallel
Honest,ɔnokwafoo,0,09_Twi-Dictionary_parallel
Honesty,nokorε,0,09_Twi-Dictionary_parallel
